"Date Time, GMT-07:00","Temp, °F (LGR S/N: 10218642, SEN S/N: 10218642)","RH, % (LGR S/N: 10218642, SEN S/N: 10218642)",1
10/20/20 08:10:00,75.029,60.368,
10/20/20 08:11:00,75.029,60.399,
10/20/20 08:12:00,75.029,60.399,
10/20/20 08:13:00,75.029,60.368,
10/20/20 08:14:00,75.029,60.368,
10/20/20 08:15:00,75.029,60.399,
10/20/20 08:16:00,75.029,60.368,
10/20/20 08:17:00,75.029,60.399,
10/20/20 08:18:00,75.029,60.399,
10/20/20 08:19:00,75.029,60.399,
10/20/20 08:20:00,75.029,60.430,
10/20/20 08:21:00,75.029,60.430,
10/20/20 08:22:00,75.029,60.399,
10/20/20 08:23:00,75.029,60.430,
10/20/20 08:24:00,75.029,60.430,
10/20/20 08:25:00,75.029,60.430,
10/20/20 08:26:00,75.029,60.430,
10/20/20 08:27:00,75.029,60.430,
10/20/20 08:28:00,75.029,60.430,
10/20/20 08:29:00,75.029,60.430,
10/20/20 08:30:00,75.029,60.460,
10/20/20 08:31:00,75.029,60.460,
10/20/20 08:32:00,75.029,60.460,
10/20/20 08:33:00,75.029,60.460,
10/20/20 08:34:00,75.029,60.460,
10/20/20 08:35:00,75.029,60.460,
10/20/20 08:36:00,75.029,60.460,
10/20/20 08:37:00,75.029,60.460,
10/20/20 08:38:00,75.029,60.460,
10/20/20 08:39:00,75.029,60.491,
10/20/20 08:40:00,75.029,60.491,
10/20/20 08:41:00,75.029,60.460,
10/20/20 08:42:00,75.029,60.460,
10/20/20 08:43:00,75.029,60.460,
10/20/20 08:44:00,75.029,60.460,
10/20/20 08:45:00,75.029,60.491,
10/20/20 08:46:00,75.029,60.460,
10/20/20 08:47:00,75.029,60.491,
10/20/20 08:48:00,75.029,60.460,
10/20/20 08:49:00,75.029,60.491,
10/20/20 08:50:00,75.029,60.491,
10/20/20 08:51:00,75.029,60.491,
10/20/20 08:52:00,75.029,60.491,
10/20/20 08:53:00,75.029,60.491,
10/20/20 08:54:00,74.986,60.518,
10/20/20 08:55:00,74.986,60.518,
10/20/20 08:56:00,74.986,60.518,
10/20/20 08:57:00,74.986,60.518,
10/20/20 08:58:00,75.029,60.522,
10/20/20 08:59:00,75.029,60.522,
10/20/20 09:00:00,74.986,60.518,
10/20/20 09:01:00,74.986,60.518,
10/20/20 09:02:00,74.986,60.518,
10/20/20 09:03:00,75.029,60.552,
10/20/20 09:04:00,74.986,60.548,
10/20/20 09:05:00,74.986,60.548,
10/20/20 09:06:00,74.986,60.518,
10/20/20 09:07:00,74.986,60.518,
10/20/20 09:08:00,74.986,60.518,
10/20/20 09:09:00,74.986,60.548,
10/20/20 09:10:00,75.029,60.552,
10/20/20 09:11:00,74.986,60.548,
10/20/20 09:12:00,74.986,60.548,
10/20/20 09:13:00,74.986,60.548,
10/20/20 09:14:00,74.986,60.579,
10/20/20 09:15:00,74.986,60.548,
10/20/20 09:16:00,74.986,60.579,
10/20/20 09:17:00,74.986,60.548,
10/20/20 09:18:00,74.986,60.548,
10/20/20 09:19:00,74.986,60.579,
10/20/20 09:20:00,74.986,60.579,
10/20/20 09:21:00,74.986,60.548,
10/20/20 09:22:00,74.986,60.610,
10/20/20 09:23:00,74.986,60.610,
10/20/20 09:24:00,74.986,60.610,
10/20/20 09:25:00,74.986,60.640,
10/20/20 09:26:00,74.986,60.579,
10/20/20 09:27:00,74.986,60.610,
10/20/20 09:28:00,74.986,60.610,
10/20/20 09:29:00,74.986,60.610,
10/20/20 09:30:00,74.986,60.640,
10/20/20 09:31:00,74.986,60.640,
10/20/20 09:32:00,74.986,60.610,
10/20/20 09:33:00,74.986,60.640,
10/20/20 09:34:00,74.986,60.640,
10/20/20 09:35:00,74.986,60.640,
10/20/20 09:36:00,74.986,60.640,
10/20/20 09:37:00,74.986,60.671,
10/20/20 09:38:00,74.986,60.640,
10/20/20 09:39:00,74.986,60.671,
10/20/20 09:40:00,74.986,60.671,
10/20/20 09:41:00,74.986,60.671,
10/20/20 09:42:00,74.986,60.671,
10/20/20 09:43:00,74.986,60.640,
10/20/20 09:44:00,74.986,60.671,
10/20/20 09:45:00,74.986,60.671,
10/20/20 09:46:00,74.986,60.702,
10/20/20 09:47:00,74.986,60.671,
10/20/20 09:48:00,74.986,60.671,
10/20/20 09:49:00,74.986,60.702,
10/20/20 09:50:00,74.986,60.702,
10/20/20 09:51:00,74.986,60.702,
10/20/20 09:52:00,75.029,60.736,
10/20/20 09:53:00,75.029,60.706,
10/20/20 09:54:00,75.029,60.706,
10/20/20 09:55:00,75.029,60.736,
10/20/20 09:56:00,75.029,60.736,
10/20/20 09:57:00,75.029,60.767,
10/20/20 09:58:00,75.029,60.736,
10/20/20 09:59:00,75.029,60.736,
10/20/20 10:00:00,75.029,60.767,
10/20/20 10:01:00,75.029,60.736,
10/20/20 10:02:00,75.029,60.736,
10/20/20 10:03:00,75.029,60.767,
10/20/20 10:04:00,75.029,60.736,
10/20/20 10:05:00,75.029,60.767,
10/20/20 10:06:00,75.029,60.736,
10/20/20 10:07:00,75.029,60.767,
10/20/20 10:08:00,75.029,60.736,
10/20/20 10:09:00,75.029,60.767,
10/20/20 10:10:00,75.029,60.767,
10/20/20 10:11:00,75.029,60.798,
10/20/20 10:12:00,75.029,60.767,
10/20/20 10:13:00,75.029,60.798,
10/20/20 10:14:00,75.029,60.767,
10/20/20 10:15:00,75.029,60.767,
10/20/20 10:16:00,75.029,60.798,
10/20/20 10:17:00,75.029,60.767,
10/20/20 10:18:00,75.029,60.798,
10/20/20 10:19:00,75.029,60.828,
10/20/20 10:20:00,75.074,60.801,
10/20/20 10:21:00,75.029,60.798,
10/20/20 10:22:00,75.074,60.801,
10/20/20 10:23:00,75.074,60.801,
10/20/20 10:24:00,75.074,60.832,
10/20/20 10:25:00,75.074,60.832,
10/20/20 10:26:00,75.074,60.832,
10/20/20 10:27:00,75.074,60.832,
10/20/20 10:28:00,75.074,60.863,
10/20/20 10:29:00,75.074,60.863,
10/20/20 10:30:00,75.074,60.832,
10/20/20 10:31:00,75.074,60.832,
10/20/20 10:32:00,75.074,60.832,
10/20/20 10:33:00,75.074,60.863,
10/20/20 10:34:00,75.074,60.832,
10/20/20 10:35:00,75.074,60.863,
10/20/20 10:36:00,75.074,60.863,
10/20/20 10:37:00,75.074,60.893,
10/20/20 10:38:00,75.074,60.893,
10/20/20 10:39:00,75.074,60.863,
10/20/20 10:40:00,75.074,60.893,
10/20/20 10:41:00,75.074,60.893,
10/20/20 10:42:00,75.074,60.863,
10/20/20 10:43:00,75.074,60.924,
10/20/20 10:44:00,75.074,60.893,
10/20/20 10:45:00,75.117,60.897,
10/20/20 10:46:00,75.117,60.897,
10/20/20 10:47:00,75.117,60.897,
10/20/20 10:48:00,75.117,60.897,
10/20/20 10:49:00,75.117,60.928,
10/20/20 10:50:00,75.117,60.928,
10/20/20 10:51:00,75.117,60.928,
10/20/20 10:52:00,75.117,60.928,
10/20/20 10:53:00,75.117,60.958,
10/20/20 10:54:00,75.117,60.928,
10/20/20 10:55:00,75.117,60.958,
10/20/20 10:56:00,75.117,60.958,
10/20/20 10:57:00,75.117,60.958,
10/20/20 10:58:00,75.117,60.989,
10/20/20 10:59:00,75.117,60.958,
10/20/20 11:00:00,75.160,60.962,
10/20/20 11:01:00,75.117,60.989,
10/20/20 11:02:00,75.160,60.962,
10/20/20 11:03:00,75.160,60.962,
10/20/20 11:04:00,75.160,60.993,
10/20/20 11:05:00,75.160,60.993,
10/20/20 11:06:00,75.160,60.993,
10/20/20 11:07:00,75.160,60.993,
10/20/20 11:08:00,75.160,60.993,
10/20/20 11:09:00,75.160,60.993,
10/20/20 11:10:00,75.160,60.993,
10/20/20 11:11:00,75.160,61.024,
10/20/20 11:12:00,75.160,61.024,
10/20/20 11:13:00,75.204,60.997,
10/20/20 11:14:00,75.204,60.997,
10/20/20 11:15:00,75.204,61.027,
10/20/20 11:16:00,75.204,61.027,
10/20/20 11:17:00,75.204,61.027,
10/20/20 11:18:00,75.204,61.027,
10/20/20 11:19:00,75.204,61.058,
10/20/20 11:20:00,75.204,61.027,
10/20/20 11:21:00,75.204,61.027,
10/20/20 11:22:00,75.247,61.062,
10/20/20 11:23:00,75.204,61.058,
10/20/20 11:24:00,75.247,61.062,
10/20/20 11:25:00,75.247,61.062,
10/20/20 11:26:00,75.247,61.062,
10/20/20 11:27:00,75.247,61.093,
10/20/20 11:28:00,75.247,61.093,
10/20/20 11:29:00,75.247,61.062,
10/20/20 11:30:00,75.290,61.096,
10/20/20 11:31:00,75.290,61.096,
10/20/20 11:32:00,75.290,61.127,
10/20/20 11:33:00,75.290,61.127,
10/20/20 11:34:00,75.290,61.127,
10/20/20 11:35:00,75.290,61.127,
10/20/20 11:36:00,75.333,61.162,
10/20/20 11:37:00,75.333,61.162,
10/20/20 11:38:00,75.333,61.162,
10/20/20 11:39:00,75.333,61.162,
10/20/20 11:40:00,75.376,61.135,
10/20/20 11:41:00,75.376,61.196,
10/20/20 11:42:00,75.376,61.165,
10/20/20 11:43:00,75.376,61.165,
10/20/20 11:44:00,75.376,61.165,
10/20/20 11:45:00,75.420,61.169,
10/20/20 11:46:00,75.420,61.169,
10/20/20 11:47:00,75.420,61.169,
10/20/20 11:48:00,75.420,61.200,
10/20/20 11:49:00,75.420,61.169,
10/20/20 11:50:00,75.420,61.200,
10/20/20 11:51:00,75.463,61.234,
10/20/20 11:52:00,75.463,61.234,
10/20/20 11:53:00,75.463,61.234,
10/20/20 11:54:00,75.508,61.238,
10/20/20 11:55:00,75.508,61.269,
10/20/20 11:56:00,75.508,61.238,
10/20/20 11:57:00,75.508,61.269,
10/20/20 11:58:00,75.508,61.238,
10/20/20 11:59:00,75.551,61.273,
10/20/20 12:00:00,75.551,61.273,
10/20/20 12:01:00,75.551,61.273,
10/20/20 12:02:00,75.594,61.246,
10/20/20 12:03:00,75.594,61.307,
10/20/20 12:04:00,75.594,61.307,
10/20/20 12:05:00,75.637,61.311,
10/20/20 12:06:00,75.637,61.311,
10/20/20 12:07:00,75.681,61.315,
10/20/20 12:08:00,75.681,61.315,
10/20/20 12:09:00,75.681,61.315,
10/20/20 12:10:00,75.724,61.319,
10/20/20 12:11:00,75.724,61.350,
10/20/20 12:12:00,75.767,61.353,
10/20/20 12:13:00,75.767,61.384,
10/20/20 12:14:00,75.810,61.388,
10/20/20 12:15:00,75.810,61.388,
10/20/20 12:16:00,75.853,61.392,
10/20/20 12:17:00,75.853,61.392,
10/20/20 12:18:00,75.898,61.426,
10/20/20 12:19:00,75.898,61.426,
10/20/20 12:20:00,75.942,61.400,
10/20/20 12:21:00,75.942,61.400,
10/20/20 12:22:00,75.985,61.434,
10/20/20 12:23:00,76.028,61.438,
10/20/20 12:24:00,76.028,61.438,
10/20/20 12:25:00,76.071,61.442,
10/20/20 12:26:00,76.071,61.473,
10/20/20 12:27:00,76.114,61.476,
10/20/20 12:28:00,76.158,61.480,
10/20/20 12:29:00,76.158,61.480,
10/20/20 12:30:00,76.203,61.515,
10/20/20 12:31:00,76.246,61.580,
10/20/20 12:32:00,76.289,61.584,
10/20/20 12:33:00,76.289,61.553,
10/20/20 12:34:00,76.332,61.557,
10/20/20 12:35:00,76.375,61.530,
10/20/20 12:36:00,76.419,61.504,
10/20/20 12:37:00,76.419,61.504,
10/20/20 12:38:00,76.464,61.477,
10/20/20 12:39:00,76.507,61.511,
10/20/20 12:40:00,76.550,61.546,
10/20/20 12:41:00,76.550,61.546,
10/20/20 12:42:00,76.593,61.550,
10/20/20 12:43:00,76.636,61.554,
10/20/20 12:44:00,76.636,61.554,
10/20/20 12:45:00,76.681,61.527,
10/20/20 12:46:00,76.725,61.562,
10/20/20 12:47:00,76.768,61.535,
10/20/20 12:48:00,76.768,61.596,
10/20/20 12:49:00,76.811,61.600,
10/20/20 12:50:00,76.854,61.635,
10/20/20 12:51:00,76.899,61.669,
10/20/20 12:52:00,76.942,61.642,
10/20/20 12:53:00,76.986,61.646,
10/20/20 12:54:00,77.029,61.589,
10/20/20 12:55:00,77.072,61.593,
10/20/20 12:56:00,77.072,61.593,
10/20/20 12:57:00,77.117,61.597,
10/20/20 12:58:00,77.160,61.570,
10/20/20 12:59:00,77.160,61.631,
10/20/20 13:00:00,77.203,61.604,
10/20/20 13:01:00,77.247,61.608,
10/20/20 13:02:00,77.247,61.639,
10/20/20 13:03:00,77.292,61.643,
10/20/20 13:04:00,77.335,61.647,
10/20/20 13:05:00,77.378,61.620,
10/20/20 13:06:00,77.378,61.651,
10/20/20 13:07:00,77.421,61.685,
10/20/20 13:08:00,77.464,61.720,
10/20/20 13:09:00,77.464,61.689,
10/20/20 13:10:00,77.509,61.693,
10/20/20 13:11:00,77.553,61.666,
10/20/20 13:12:00,77.596,61.670,
10/20/20 13:13:00,77.596,61.640,
10/20/20 13:14:00,77.639,61.674,
10/20/20 13:15:00,77.684,61.678,
10/20/20 13:16:00,77.684,61.678,
10/20/20 13:17:00,77.727,61.713,
10/20/20 13:18:00,77.770,61.686,
10/20/20 13:19:00,77.815,61.659,
10/20/20 13:20:00,77.859,61.694,
10/20/20 13:21:00,77.859,61.694,
10/20/20 13:22:00,77.902,61.667,
10/20/20 13:23:00,77.945,61.702,
10/20/20 13:24:00,77.945,61.732,
10/20/20 13:25:00,77.990,61.706,
10/20/20 13:26:00,78.033,61.832,
10/20/20 13:27:00,78.076,61.805,
10/20/20 13:28:00,78.121,61.779,
10/20/20 13:29:00,78.121,61.748,
10/20/20 13:30:00,78.165,61.721,
10/20/20 13:31:00,78.208,61.694,
10/20/20 13:32:00,78.208,61.694,
10/20/20 13:33:00,78.251,61.668,
10/20/20 13:34:00,78.251,61.698,
10/20/20 13:35:00,78.296,61.671,
10/20/20 13:36:00,78.339,61.706,
10/20/20 13:37:00,78.382,61.710,
10/20/20 13:38:00,78.382,61.710,
10/20/20 13:39:00,78.427,61.714,
10/20/20 13:40:00,78.427,61.683,
10/20/20 13:41:00,78.471,61.687,
10/20/20 13:42:00,78.514,61.691,
10/20/20 13:43:00,78.514,61.691,
10/20/20 13:44:00,78.559,61.726,
10/20/20 13:45:00,78.602,61.699,
10/20/20 13:46:00,78.602,61.668,
10/20/20 13:47:00,78.645,61.672,
10/20/20 13:48:00,78.645,61.703,
10/20/20 13:49:00,78.690,61.707,
10/20/20 13:50:00,78.690,61.676,
10/20/20 13:51:00,78.733,61.711,
10/20/20 13:52:00,78.777,61.715,
10/20/20 13:53:00,78.777,61.715,
10/20/20 13:54:00,78.822,61.749,
10/20/20 13:55:00,78.865,61.722,
10/20/20 13:56:00,78.865,61.722,
10/20/20 13:57:00,78.910,61.696,
10/20/20 13:58:00,78.953,61.730,
10/20/20 13:59:00,78.996,61.765,
10/20/20 14:00:00,78.996,61.765,
10/20/20 14:01:00,79.041,61.738,
10/20/20 14:02:00,79.084,61.742,
10/20/20 14:03:00,79.084,61.742,
10/20/20 14:04:00,79.128,62.176,
10/20/20 14:05:00,79.173,62.027,
10/20/20 14:06:00,79.173,61.596,
10/20/20 14:07:00,79.173,61.103,
10/20/20 14:08:00,79.173,60.794,
10/20/20 14:09:00,79.128,60.265,
10/20/20 14:10:00,79.084,60.231,
10/20/20 14:11:00,78.996,60.130,
10/20/20 14:12:00,78.953,59.724,
10/20/20 14:13:00,78.865,59.469,
10/20/20 14:14:00,78.822,59.124,
10/20/20 14:15:00,78.733,58.930,
10/20/20 14:16:00,78.645,58.767,
10/20/20 14:17:00,78.559,59.442,
10/20/20 14:18:00,78.514,59.872,
10/20/20 14:19:00,78.471,60.146,
10/20/20 14:20:00,78.427,60.359,
10/20/20 14:21:00,78.382,60.540,
10/20/20 14:22:00,78.382,60.632,
10/20/20 14:23:00,78.382,60.787,
10/20/20 14:24:00,78.382,60.879,
10/20/20 14:25:00,78.427,60.945,
10/20/20 14:26:00,78.427,61.006,
10/20/20 14:27:00,78.471,61.072,
10/20/20 14:28:00,78.514,61.137,
10/20/20 14:29:00,78.559,61.172,
10/20/20 14:30:00,78.559,61.233,
10/20/20 14:31:00,78.645,61.303,
10/20/20 14:32:00,78.690,61.338,
10/20/20 14:33:00,78.733,61.372,
10/20/20 14:34:00,78.777,61.407,
10/20/20 14:35:00,78.822,61.411,
10/20/20 14:36:00,78.865,61.445,
10/20/20 14:37:00,78.953,61.484,
10/20/20 14:38:00,78.996,61.488,
10/20/20 14:39:00,79.041,61.492,
10/20/20 14:40:00,79.128,61.500,
10/20/20 14:41:00,79.173,61.473,
10/20/20 14:42:00,79.216,61.508,
10/20/20 14:43:00,79.261,61.481,
10/20/20 14:44:00,79.304,61.515,
10/20/20 14:45:00,79.347,61.519,
10/20/20 14:46:00,79.392,61.492,
10/20/20 14:47:00,79.435,61.496,
10/20/20 14:48:00,79.524,61.504,
10/20/20 14:49:00,79.567,61.508,
10/20/20 14:50:00,79.567,61.477,
10/20/20 14:51:00,79.612,61.481,
10/20/20 14:52:00,79.655,61.454,
10/20/20 14:53:00,79.700,61.489,
10/20/20 14:54:00,79.743,61.493,
10/20/20 14:55:00,79.788,61.466,
10/20/20 14:56:00,79.831,61.470,
10/20/20 14:57:00,79.876,61.474,
10/20/20 14:58:00,79.920,61.539,
10/20/20 14:59:00,79.963,61.512,
10/20/20 15:00:00,80.008,61.455,
10/20/20 15:01:00,80.051,61.459,
10/20/20 15:02:00,80.096,61.463,
10/20/20 15:03:00,80.096,61.463,
10/20/20 15:04:00,80.139,61.436,
10/20/20 15:05:00,80.184,61.409,
10/20/20 15:06:00,80.227,61.443,
10/20/20 15:07:00,80.227,61.443,
10/20/20 15:08:00,80.272,61.416,
10/20/20 15:09:00,80.272,61.447,
10/20/20 15:10:00,80.316,61.420,
10/20/20 15:11:00,80.361,61.424,
10/20/20 15:12:00,80.404,61.428,
10/20/20 15:13:00,80.449,61.401,
10/20/20 15:14:00,80.449,61.401,
10/20/20 15:15:00,80.492,61.405,
10/20/20 15:16:00,80.492,61.436,
10/20/20 15:17:00,80.537,61.409,
10/20/20 15:18:00,80.580,61.413,
10/20/20 15:19:00,80.580,61.413,
10/20/20 15:20:00,80.625,61.417,
10/20/20 15:21:00,80.668,61.421,
10/20/20 15:22:00,80.713,61.456,
10/20/20 15:23:00,80.713,61.456,
10/20/20 15:24:00,80.757,61.429,
10/20/20 15:25:00,80.802,61.464,
10/20/20 15:26:00,80.845,61.498,
10/20/20 15:27:00,80.845,61.560,
10/20/20 15:28:00,80.890,61.595,
10/20/20 15:29:00,80.935,61.630,
10/20/20 15:30:00,81.023,61.638,
10/20/20 15:31:00,81.066,61.703,
10/20/20 15:32:00,81.111,61.923,
10/20/20 15:33:00,81.199,61.962,
10/20/20 15:34:00,81.199,61.561,
10/20/20 15:35:00,81.288,61.012,
10/20/20 15:36:00,81.288,60.516,
10/20/20 15:37:00,81.244,59.549,
10/20/20 15:38:00,81.199,59.452,
10/20/20 15:39:00,81.111,59.195,
10/20/20 15:40:00,81.066,58.974,
10/20/20 15:41:00,80.978,59.278,
10/20/20 15:42:00,80.890,59.177,
10/20/20 15:43:00,80.802,59.480,
10/20/20 15:44:00,80.757,59.414,
10/20/20 15:45:00,80.668,59.531,
10/20/20 15:46:00,80.580,59.150,
10/20/20 15:47:00,80.492,58.925,
10/20/20 15:48:00,80.449,58.983,
10/20/20 15:49:00,80.361,59.069,
10/20/20 15:50:00,80.272,59.093,
10/20/20 15:51:00,80.184,58.867,
10/20/20 15:52:00,80.096,58.953,
10/20/20 15:53:00,80.051,58.545,
10/20/20 15:54:00,79.963,58.724,
10/20/20 15:55:00,79.876,58.374,
10/20/20 15:56:00,79.788,58.304,
10/20/20 15:57:00,79.700,58.297,
10/20/20 15:58:00,79.612,58.009,
10/20/20 15:59:00,79.524,57.690,
10/20/20 16:00:00,79.435,57.339,
10/20/20 16:01:00,79.304,57.921,
10/20/20 16:02:00,79.216,58.536,
10/20/20 16:03:00,79.173,58.905,
10/20/20 16:04:00,79.084,59.084,
10/20/20 16:05:00,79.041,59.391,
10/20/20 16:06:00,79.041,59.577,
10/20/20 16:07:00,79.041,59.670,
10/20/20 16:08:00,79.041,59.794,
10/20/20 16:09:00,79.041,59.917,
10/20/20 16:10:00,79.041,59.948,
10/20/20 16:11:00,79.084,60.045,
10/20/20 16:12:00,79.084,60.138,
10/20/20 16:13:00,79.128,60.204,
10/20/20 16:14:00,79.173,60.238,
10/20/20 16:15:00,79.216,60.242,
10/20/20 16:16:00,79.216,59.964,
10/20/20 16:17:00,79.261,59.875,
10/20/20 16:18:00,79.304,59.599,
10/20/20 16:19:00,79.261,59.441,
10/20/20 16:20:00,79.261,59.192,
10/20/20 16:21:00,79.216,58.816,
10/20/20 16:22:00,79.173,59.216,
10/20/20 16:23:00,79.128,59.305,
10/20/20 16:24:00,79.084,59.270,
10/20/20 16:25:00,78.996,59.325,
10/20/20 16:26:00,78.953,59.321,
10/20/20 16:27:00,78.910,59.255,
10/20/20 16:28:00,78.865,59.252,
10/20/20 16:29:00,78.777,59.275,
10/20/20 16:30:00,78.733,59.302,
10/20/20 16:31:00,78.645,59.357,
10/20/20 16:32:00,78.602,59.260,
10/20/20 16:33:00,78.514,59.221,
10/20/20 16:34:00,78.471,59.249,
10/20/20 16:35:00,78.382,59.179,
10/20/20 16:36:00,78.296,59.172,
10/20/20 16:37:00,78.251,59.230,
10/20/20 16:38:00,78.165,59.129,
10/20/20 16:39:00,78.076,59.153,
10/20/20 16:40:00,78.033,59.118,
10/20/20 16:41:00,77.945,59.142,
10/20/20 16:42:00,77.859,59.165,
10/20/20 16:43:00,77.815,59.161,
10/20/20 16:44:00,77.770,59.127,
10/20/20 16:45:00,77.684,59.088,
10/20/20 16:46:00,77.596,59.019,
10/20/20 16:47:00,77.553,58.953,
10/20/20 16:48:00,77.464,58.946,
10/20/20 16:49:00,77.378,58.938,
10/20/20 16:50:00,77.335,58.934,
10/20/20 16:51:00,77.247,58.927,
10/20/20 16:52:00,77.160,58.981,
10/20/20 16:53:00,77.117,58.978,
10/20/20 16:54:00,77.029,58.908,
10/20/20 16:55:00,76.942,58.870,
10/20/20 16:56:00,76.854,58.955,
10/20/20 16:57:00,76.811,58.890,
10/20/20 16:58:00,76.725,58.851,
10/20/20 16:59:00,76.636,58.844,
10/20/20 17:00:00,76.593,58.809,
10/20/20 17:01:00,76.507,58.802,
10/20/20 17:02:00,76.419,58.794,
10/20/20 17:03:00,76.375,58.821,
10/20/20 17:04:00,76.289,58.814,
10/20/20 17:05:00,76.203,58.776,
10/20/20 17:06:00,76.158,58.741,
10/20/20 17:07:00,76.071,58.857,
10/20/20 17:08:00,76.028,58.853,
10/20/20 17:09:00,75.942,58.908,
10/20/20 17:10:00,75.942,58.908,
10/20/20 17:11:00,75.853,58.931,
10/20/20 17:12:00,75.810,58.866,
10/20/20 17:13:00,75.767,58.893,
10/20/20 17:14:00,75.724,58.889,
10/20/20 17:15:00,75.681,58.885,
10/20/20 17:16:00,75.637,58.851,
10/20/20 17:17:00,75.551,58.843,
10/20/20 17:18:00,75.508,58.840,
10/20/20 17:19:00,75.463,58.805,
10/20/20 17:20:00,75.420,58.832,
10/20/20 17:21:00,75.333,58.825,
10/20/20 17:22:00,75.290,58.821,
10/20/20 17:23:00,75.247,58.817,
10/20/20 17:24:00,75.204,58.844,
10/20/20 17:25:00,75.160,58.841,
10/20/20 17:26:00,75.117,58.837,
10/20/20 17:27:00,75.074,58.833,
10/20/20 17:28:00,75.029,58.830,
10/20/20 17:29:00,74.986,58.857,
10/20/20 17:30:00,74.943,58.853,
10/20/20 17:31:00,74.899,58.973,
10/20/20 17:32:00,74.899,59.127,
10/20/20 17:33:00,74.899,59.281,
10/20/20 17:34:00,74.899,59.404,
10/20/20 17:35:00,74.943,59.500,
10/20/20 17:36:00,74.986,59.565,
10/20/20 17:37:00,75.029,59.631,
10/20/20 17:38:00,75.074,59.757,
10/20/20 17:39:00,75.117,59.853,
10/20/20 17:40:00,75.204,59.892,
10/20/20 17:41:00,75.247,59.988,
10/20/20 17:42:00,75.333,59.995,
10/20/20 17:43:00,75.420,60.034,
10/20/20 17:44:00,75.463,60.068,
10/20/20 17:45:00,75.551,60.076,
10/20/20 17:46:00,75.637,60.145,
10/20/20 17:47:00,75.724,60.183,
10/20/20 17:48:00,75.810,60.191,
10/20/20 17:49:00,75.853,60.226,
10/20/20 17:50:00,75.942,60.233,
10/20/20 17:51:00,75.985,60.237,
10/20/20 17:52:00,76.071,60.275,
10/20/20 17:53:00,76.158,60.283,
10/20/20 17:54:00,76.246,60.321,
10/20/20 17:55:00,76.289,60.325,
10/20/20 17:56:00,76.375,60.333,
10/20/20 17:57:00,76.464,60.340,
10/20/20 17:58:00,76.507,60.344,
10/20/20 17:59:00,76.593,60.352,
10/20/20 18:00:00,76.681,60.360,
10/20/20 18:01:00,76.725,60.363,
10/20/20 18:02:00,76.811,60.371,
10/20/20 18:03:00,76.854,60.344,
10/20/20 18:04:00,76.942,60.383,
10/20/20 18:05:00,77.029,60.359,
10/20/20 18:06:00,77.072,60.332,
10/20/20 18:07:00,77.160,60.371,
10/20/20 18:08:00,77.203,60.344,
10/20/20 18:09:00,77.247,60.378,
10/20/20 18:10:00,77.292,60.351,
10/20/20 18:11:00,77.378,60.390,
10/20/20 18:12:00,77.421,60.332,
10/20/20 18:13:00,77.464,60.336,
10/20/20 18:14:00,77.509,60.309,
10/20/20 18:15:00,77.553,60.313,
10/20/20 18:16:00,77.596,60.317,
10/20/20 18:17:00,77.684,60.324,
10/20/20 18:18:00,77.684,60.293,
10/20/20 18:19:00,77.727,60.297,
10/20/20 18:20:00,77.770,60.301,
10/20/20 18:21:00,77.815,60.305,
10/20/20 18:22:00,77.859,60.278,
10/20/20 18:23:00,77.902,60.282,
10/20/20 18:24:00,77.945,60.286,
10/20/20 18:25:00,77.945,60.286,
10/20/20 18:26:00,77.990,60.228,
10/20/20 18:27:00,78.033,60.108,
10/20/20 18:28:00,78.033,59.892,
10/20/20 18:29:00,78.033,59.768,
10/20/20 18:30:00,77.990,59.579,
10/20/20 18:31:00,77.945,59.358,
10/20/20 18:32:00,77.859,59.227,
10/20/20 18:33:00,77.815,59.099,
10/20/20 18:34:00,77.684,59.057,
10/20/20 18:35:00,77.596,58.957,
10/20/20 18:36:00,77.509,58.856,
10/20/20 18:37:00,77.378,58.721,
10/20/20 18:38:00,77.292,58.714,
10/20/20 18:39:00,77.160,58.672,
10/20/20 18:40:00,77.029,58.599,
10/20/20 18:41:00,76.854,58.615,
10/20/20 18:42:00,76.725,58.573,
10/20/20 18:43:00,76.636,58.627,
10/20/20 18:44:00,76.507,58.709,
10/20/20 18:45:00,76.419,58.856,
10/20/20 18:46:00,76.375,58.945,
10/20/20 18:47:00,76.289,59.061,
10/20/20 18:48:00,76.289,59.092,
10/20/20 18:49:00,76.246,59.212,
10/20/20 18:50:00,76.246,59.274,
10/20/20 18:51:00,76.203,59.332,
10/20/20 18:52:00,76.246,59.366,
10/20/20 18:53:00,76.246,59.428,
10/20/20 18:54:00,76.246,59.490,
10/20/20 18:55:00,76.246,59.520,
10/20/20 18:56:00,76.289,59.586,
10/20/20 18:57:00,76.289,59.617,
10/20/20 18:58:00,76.332,59.651,
10/20/20 18:59:00,76.332,59.682,
10/20/20 19:00:00,76.375,59.748,
10/20/20 19:01:00,76.419,59.751,
10/20/20 19:02:00,76.464,59.694,
10/20/20 19:03:00,76.464,59.539,
10/20/20 19:04:00,76.464,59.354,
10/20/20 19:05:00,76.464,59.231,
10/20/20 19:06:00,76.419,59.165,
10/20/20 19:07:00,76.375,59.100,
10/20/20 19:08:00,76.375,59.100,
10/20/20 19:09:00,76.332,59.096,
10/20/20 19:10:00,76.289,59.154,
10/20/20 19:11:00,76.246,59.212,
